benchmark,task_name,mean,std,all_values
OGBench,antmaze_giant_navigate_singletask_task1_v0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
OGBench,antmaze_giant_navigate_singletask_task2_v0,0.7916666666666666,0.6859199013814303,"[1.0, 1.3333333333333333, 2.0, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 1.3333333333333333]"
OGBench,antmaze_giant_navigate_singletask_task3_v0,0.041666666666666664,0.1102396379610246,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333]"
OGBench,antmaze_giant_navigate_singletask_task4_v0,0.20833333333333331,0.23199018178458422,"[0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.6666666666666666]"
OGBench,antmaze_giant_navigate_singletask_task5_v0,1.9166666666666667,1.102396379610246,"[2.0, 1.6666666666666667, 0.3333333333333333, 2.3333333333333335, 3.6666666666666665, 1.3333333333333333, 0.6666666666666666, 3.3333333333333335]"
OGBench,antmaze_large_stitch_singletask_task1_v0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
OGBench,antmaze_large_stitch_singletask_task2_v0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
OGBench,antmaze_large_stitch_singletask_task3_v0,2.0833333333333335,1.3616778865306827,"[4.666666666666667, 1.0, 3.0, 3.0, 0.3333333333333333, 1.6666666666666667, 0.6666666666666666, 2.3333333333333335]"
OGBench,antmaze_large_stitch_singletask_task4_v0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
OGBench,antmaze_large_stitch_singletask_task5_v0,0.041666666666666664,0.1102396379610246,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0]"
OGBench,antsoccer_arena_stitch_singletask_task1_v0,0.4583333333333333,0.2856522750167102,"[0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 1.0]"
OGBench,antsoccer_arena_stitch_singletask_task2_v0,0.3333333333333333,0.44095855184409843,"[0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 1.3333333333333333, 0.3333333333333333, 0.0]"
OGBench,antsoccer_arena_stitch_singletask_task3_v0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
OGBench,antsoccer_arena_stitch_singletask_task4_v0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
OGBench,antsoccer_arena_stitch_singletask_task5_v0,0.16666666666666666,0.16666666666666666,"[0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]"
OGBench,cube_double_noisy_singletask_task1_v0,13.625,3.5607329925795397,"[11.0, 16.333333333333332, 17.333333333333332, 13.0, 11.333333333333334, 9.333333333333334, 10.666666666666666, 20.0]"
OGBench,cube_double_noisy_singletask_task2_v0,0.41666666666666663,0.27638539919628335,"[0.0, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333]"
